product_id,product_name,order_hour_of_day,orders_count,day
24964,Organic Garlic,9,1859,Saturday
24964,Organic Garlic,10,2351,Saturday
24964,Organic Garlic,11,2503,Saturday
24964,Organic Garlic,12,2449,Saturday
24964,Organic Garlic,13,2521,Saturday
24964,Organic Garlic,14,2481,Saturday
24964,Organic Garlic,15,2396,Saturday
24964,Organic Garlic,16,2087,Saturday
24964,Organic Garlic,17,1508,Saturday
24964,Organic Garlic,18,1019,Saturday
24964,Organic Garlic,19,723,Saturday
24964,Organic Garlic,20,595,Saturday
24964,Organic Garlic,21,562,Saturday
24964,Organic Garlic,22,449,Saturday
24964,Organic Garlic,23,261,Saturday
26209,Limes,0,195,Saturday
26209,Limes,1,102,Saturday
26209,Limes,2,55,Saturday
26209,Limes,3,38,Saturday
26209,Limes,4,35,Saturday
26209,Limes,5,54,Saturday
26209,Limes,6,172,Saturday
26209,Limes,7,593,Saturday
26209,Limes,8,1591,Saturday
26209,Limes,9,2326,Saturday
26209,Limes,10,2979,Saturday
26209,Limes,11,2937,Saturday
26209,Limes,12,2962,Saturday
26209,Limes,13,3030,Saturday
26209,Limes,14,3006,Saturday
26209,Limes,15,2809,Saturday
26209,Limes,16,2487,Saturday
26209,Limes,17,1857,Saturday
26209,Limes,18,1348,Saturday
26209,Limes,19,943,Saturday
26209,Limes,20,777,Saturday
26209,Limes,21,698,Saturday
26209,Limes,22,561,Saturday
26209,Limes,23,323,Saturday
27845,Organic Whole Milk,0,194,Saturday
27845,Organic Whole Milk,1,90,Saturday
27845,Organic Whole Milk,2,54,Saturday
27845,Organic Whole Milk,3,23,Saturday
27845,Organic Whole Milk,4,17,Saturday
27845,Organic Whole Milk,5,51,Saturday
27845,Organic Whole Milk,6,218,Saturday
27845,Organic Whole Milk,7,761,Saturday
27845,Organic Whole Milk,8,1679,Saturday
27845,Organic Whole Milk,9,2121,Saturday
27845,Organic Whole Milk,10,2175,Saturday
27845,Organic Whole Milk,11,2156,Saturday
27845,Organic Whole Milk,12,2069,Saturday
27845,Organic Whole Milk,13,2355,Saturday
27845,Organic Whole Milk,14,2495,Saturday
27845,Organic Whole Milk,15,2385,Saturday
27845,Organic Whole Milk,16,1991,Saturday
27845,Organic Whole Milk,17,1582,Saturday
27845,Organic Whole Milk,18,1188,Saturday
27845,Organic Whole Milk,19,953,Saturday
27845,Organic Whole Milk,20,942,Saturday
27845,Organic Whole Milk,21,840,Saturday
27845,Organic Whole Milk,22,644,Saturday
27845,Organic Whole Milk,23,347,Saturday
27966,Organic Raspberries,0,154,Saturday
27966,Organic Raspberries,1,71,Saturday
27966,Organic Raspberries,2,48,Saturday
27966,Organic Raspberries,3,32,Saturday
27966,Organic Raspberries,4,24,Saturday
27966,Organic Raspberries,5,45,Saturday
27966,Organic Raspberries,6,180,Saturday
27966,Organic Raspberries,7,692,Saturday
27966,Organic Raspberries,8,1570,Saturday
27966,Organic Raspberries,9,2034,Saturday
27966,Organic Raspberries,10,2249,Saturday
27966,Organic Raspberries,11,2151,Saturday
27966,Organic Raspberries,12,2188,Saturday
27966,Organic Raspberries,13,2332,Saturday
27966,Organic Raspberries,14,2431,Saturday
27966,Organic Raspberries,15,2480,Saturday
27966,Organic Raspberries,16,2187,Saturday
27966,Organic Raspberries,17,1803,Saturday
27966,Organic Raspberries,18,1275,Saturday
27966,Organic Raspberries,19,1007,Saturday
27966,Organic Raspberries,20,943,Saturday
27966,Organic Raspberries,21,820,Saturday
27966,Organic Raspberries,22,661,Saturday
27966,Organic Raspberries,23,379,Saturday
28204,Organic Fuji Apple,0,118,Saturday
28204,Organic Fuji Apple,1,70,Saturday
28204,Organic Fuji Apple,2,26,Saturday
28204,Organic Fuji Apple,3,25,Saturday
28204,Organic Fuji Apple,4,20,Saturday
28204,Organic Fuji Apple,5,26,Saturday
28204,Organic Fuji Apple,6,93,Saturday
28204,Organic Fuji Apple,7,391,Saturday
28204,Organic Fuji Apple,8,882,Saturday
28204,Organic Fuji Apple,9,1233,Saturday
28204,Organic Fuji Apple,10,1486,Saturday
28204,Organic Fuji Apple,11,1497,Saturday
28204,Organic Fuji Apple,12,1431,Saturday
28204,Organic Fuji Apple,13,1520,Saturday
28204,Organic Fuji Apple,14,1589,Saturday
28204,Organic Fuji Apple,15,1580,Saturday
28204,Organic Fuji Apple,16,1418,Saturday
28204,Organic Fuji Apple,17,1171,Saturday
28204,Organic Fuji Apple,18,863,Saturday
28204,Organic Fuji Apple,19,667,Saturday
28204,Organic Fuji Apple,20,562,Saturday
28204,Organic Fuji Apple,21,480,Saturday
28204,Organic Fuji Apple,22,377,Saturday
28204,Organic Fuji Apple,23,217,Saturday
39275,Organic Blueberries,0,150,Saturday
39275,Organic Blueberries,1,70,Saturday
39275,Organic Blueberries,2,48,Saturday
39275,Organic Blueberries,3,39,Saturday
39275,Organic Blueberries,4,31,Saturday
39275,Organic Blueberries,5,41,Saturday
39275,Organic Blueberries,6,122,Saturday
39275,Organic Blueberries,7,476,Saturday
39275,Organic Blueberries,8,1102,Saturday
39275,Organic Blueberries,9,1428,Saturday
39275,Organic Blueberries,10,1716,Saturday
39275,Organic Blueberries,11,1697,Saturday
39275,Organic Blueberries,12,1728,Saturday
39275,Organic Blueberries,13,1731,Saturday
39275,Organic Blueberries,14,1723,Saturday
39275,Organic Blueberries,15,1793,Saturday
39275,Organic Blueberries,16,1597,Saturday
39275,Organic Blueberries,17,1198,Saturday
39275,Organic Blueberries,18,977,Saturday
39275,Organic Blueberries,19,740,Saturday
39275,Organic Blueberries,20,687,Saturday
39275,Organic Blueberries,21,595,Saturday
39275,Organic Blueberries,22,475,Saturday
39275,Organic Blueberries,23,257,Saturday
40706,Organic Grape Tomatoes,0,150,Saturday
40706,Organic Grape Tomatoes,1,69,Saturday
40706,Organic Grape Tomatoes,2,31,Saturday
40706,Organic Grape Tomatoes,3,27,Saturday
40706,Organic Grape Tomatoes,4,26,Saturday
40706,Organic Grape Tomatoes,5,35,Saturday
40706,Organic Grape Tomatoes,6,101,Saturday
40706,Organic Grape Tomatoes,7,459,Saturday
40706,Organic Grape Tomatoes,8,1029,Saturday
40706,Organic Grape Tomatoes,9,1477,Saturday
40706,Organic Grape Tomatoes,10,1708,Saturday
40706,Organic Grape Tomatoes,11,1770,Saturday
40706,Organic Grape Tomatoes,12,1813,Saturday
40706,Organic Grape Tomatoes,13,1873,Saturday
40706,Organic Grape Tomatoes,14,1884,Saturday
40706,Organic Grape Tomatoes,15,1900,Saturday
40706,Organic Grape Tomatoes,16,1666,Saturday
40706,Organic Grape Tomatoes,17,1318,Saturday
40706,Organic Grape Tomatoes,18,912,Saturday
40706,Organic Grape Tomatoes,19,711,Saturday
40706,Organic Grape Tomatoes,20,627,Saturday
40706,Organic Grape Tomatoes,21,523,Saturday
40706,Organic Grape Tomatoes,22,358,Saturday
40706,Organic Grape Tomatoes,23,245,Saturday
45007,Organic Zucchini,0,161,Saturday
45007,Organic Zucchini,1,78,Saturday
45007,Organic Zucchini,2,51,Saturday
45007,Organic Zucchini,3,29,Saturday
45007,Organic Zucchini,4,28,Saturday
45007,Organic Zucchini,5,52,Saturday
45007,Organic Zucchini,6,127,Saturday
45007,Organic Zucchini,7,552,Saturday
45007,Organic Zucchini,8,1270,Saturday
45007,Organic Zucchini,9,1900,Saturday
45007,Organic Zucchini,10,2127,Saturday
45007,Organic Zucchini,11,2266,Saturday
45007,Organic Zucchini,12,2150,Saturday
45007,Organic Zucchini,13,2339,Saturday
45007,Organic Zucchini,14,2311,Saturday
45007,Organic Zucchini,15,2263,Saturday
45007,Organic Zucchini,16,2032,Saturday
45007,Organic Zucchini,17,1470,Saturday
45007,Organic Zucchini,18,1021,Saturday
45007,Organic Zucchini,19,836,Saturday
45007,Organic Zucchini,20,723,Saturday
45007,Organic Zucchini,21,640,Saturday
45007,Organic Zucchini,22,505,Saturday
45007,Organic Zucchini,23,271,Saturday
47209,Organic Hass Avocado,0,239,Saturday
47209,Organic Hass Avocado,1,156,Saturday
47209,Organic Hass Avocado,2,68,Saturday
47209,Organic Hass Avocado,3,63,Saturday
47209,Organic Hass Avocado,4,47,Saturday
47209,Organic Hass Avocado,5,80,Saturday
47209,Organic Hass Avocado,6,256,Saturday
47209,Organic Hass Avocado,7,1050,Saturday
47209,Organic Hass Avocado,8,2239,Saturday
47209,Organic Hass Avocado,9,3221,Saturday
47209,Organic Hass Avocado,10,3590,Saturday
47209,Organic Hass Avocado,11,3795,Saturday
47209,Organic Hass Avocado,12,3800,Saturday
47209,Organic Hass Avocado,13,4084,Saturday
47209,Organic Hass Avocado,14,4203,Saturday
47209,Organic Hass Avocado,15,4172,Saturday
47209,Organic Hass Avocado,16,3818,Saturday
47209,Organic Hass Avocado,17,3052,Saturday
47209,Organic Hass Avocado,18,2175,Saturday
47209,Organic Hass Avocado,19,1666,Saturday
47209,Organic Hass Avocado,20,1490,Saturday
47209,Organic Hass Avocado,21,1160,Saturday
47209,Organic Hass Avocado,22,892,Saturday
47209,Organic Hass Avocado,23,525,Saturday
47626,Large Lemon,0,183,Saturday
47626,Large Lemon,1,100,Saturday
47626,Large Lemon,2,61,Saturday
47626,Large Lemon,3,50,Saturday
47626,Large Lemon,4,48,Saturday
47626,Large Lemon,5,69,Saturday
47626,Large Lemon,6,200,Saturday
47626,Large Lemon,7,724,Saturday
47626,Large Lemon,8,1742,Saturday
47626,Large Lemon,9,2618,Saturday
47626,Large Lemon,10,3136,Saturday
47626,Large Lemon,11,3395,Saturday
47626,Large Lemon,12,3351,Saturday
47626,Large Lemon,13,3277,Saturday
47626,Large Lemon,14,3378,Saturday
47626,Large Lemon,15,3251,Saturday
47626,Large Lemon,16,2855,Saturday
47626,Large Lemon,17,2149,Saturday
47626,Large Lemon,18,1465,Saturday
47626,Large Lemon,19,1121,Saturday
47626,Large Lemon,20,895,Saturday
47626,Large Lemon,21,807,Saturday
47626,Large Lemon,22,594,Saturday
47626,Large Lemon,23,357,Saturday
47766,Organic Avocado,0,242,Saturday
47766,Organic Avocado,1,116,Saturday
47766,Organic Avocado,2,70,Saturday
47766,Organic Avocado,3,55,Saturday
47766,Organic Avocado,4,38,Saturday
47766,Organic Avocado,5,59,Saturday
47766,Organic Avocado,6,178,Saturday
47766,Organic Avocado,7,814,Saturday
47766,Organic Avocado,8,2049,Saturday
47766,Organic Avocado,9,3014,Saturday
47766,Organic Avocado,10,3442,Saturday
47766,Organic Avocado,11,3687,Saturday
47766,Organic Avocado,12,3748,Saturday
47766,Organic Avocado,13,3857,Saturday
47766,Organic Avocado,14,3946,Saturday
47766,Organic Avocado,15,3799,Saturday
47766,Organic Avocado,16,3498,Saturday
47766,Organic Avocado,17,2697,Saturday
47766,Organic Avocado,18,1865,Saturday
47766,Organic Avocado,19,1379,Saturday
47766,Organic Avocado,20,1161,Saturday
47766,Organic Avocado,21,994,Saturday
47766,Organic Avocado,22,761,Saturday
47766,Organic Avocado,23,408,Saturday
49683,Cucumber Kirby,0,151,Saturday
49683,Cucumber Kirby,1,99,Saturday
49683,Cucumber Kirby,2,37,Saturday
49683,Cucumber Kirby,3,37,Saturday
49683,Cucumber Kirby,4,30,Saturday
49683,Cucumber Kirby,5,43,Saturday
49683,Cucumber Kirby,6,112,Saturday
49683,Cucumber Kirby,7,459,Saturday
49683,Cucumber Kirby,8,1108,Saturday
49683,Cucumber Kirby,9,1510,Saturday
49683,Cucumber Kirby,10,1844,Saturday
49683,Cucumber Kirby,11,1959,Saturday
49683,Cucumber Kirby,12,1995,Saturday
49683,Cucumber Kirby,13,2125,Saturday
49683,Cucumber Kirby,14,2071,Saturday
49683,Cucumber Kirby,15,1990,Saturday
49683,Cucumber Kirby,16,1916,Saturday
49683,Cucumber Kirby,17,1494,Saturday
49683,Cucumber Kirby,18,1056,Saturday
49683,Cucumber Kirby,19,775,Saturday
49683,Cucumber Kirby,20,662,Saturday
49683,Cucumber Kirby,21,528,Saturday
49683,Cucumber Kirby,22,418,Saturday
49683,Cucumber Kirby,23,225,Saturday
5876,Organic Lemon,0,110,Sunday
5876,Organic Lemon,1,52,Sunday
5876,Organic Lemon,2,44,Sunday
5876,Organic Lemon,3,20,Sunday
5876,Organic Lemon,4,20,Sunday
5876,Organic Lemon,5,38,Sunday
5876,Organic Lemon,6,170,Sunday
5876,Organic Lemon,7,463,Sunday
5876,Organic Lemon,8,963,Sunday
5876,Organic Lemon,9,1378,Sunday
5876,Organic Lemon,10,1513,Sunday
5876,Organic Lemon,11,1468,Sunday
5876,Organic Lemon,12,1292,Sunday
5876,Organic Lemon,13,1384,Sunday
5876,Organic Lemon,14,1298,Sunday
5876,Organic Lemon,15,1286,Sunday
5876,Organic Lemon,16,1274,Sunday
5876,Organic Lemon,17,986,Sunday
5876,Organic Lemon,18,725,Sunday
5876,Organic Lemon,19,540,Sunday
5876,Organic Lemon,20,446,Sunday
5876,Organic Lemon,21,339,Sunday
5876,Organic Lemon,22,273,Sunday
5876,Organic Lemon,23,182,Sunday
8277,Apple Honeycrisp Organic,0,111,Sunday
8277,Apple Honeycrisp Organic,1,49,Sunday
8277,Apple Honeycrisp Organic,2,32,Sunday
8277,Apple Honeycrisp Organic,3,18,Sunday
8277,Apple Honeycrisp Organic,4,19,Sunday
8277,Apple Honeycrisp Organic,5,52,Sunday
8277,Apple Honeycrisp Organic,6,167,Sunday
8277,Apple Honeycrisp Organic,7,533,Sunday
8277,Apple Honeycrisp Organic,8,1154,Sunday
8277,Apple Honeycrisp Organic,9,1616,Sunday
8277,Apple Honeycrisp Organic,10,1643,Sunday
8277,Apple Honeycrisp Organic,11,1440,Sunday
8277,Apple Honeycrisp Organic,12,1413,Sunday
8277,Apple Honeycrisp Organic,13,1338,Sunday
8277,Apple Honeycrisp Organic,14,1226,Sunday
8277,Apple Honeycrisp Organic,15,1209,Sunday
8277,Apple Honeycrisp Organic,16,1165,Sunday
8277,Apple Honeycrisp Organic,17,866,Sunday
8277,Apple Honeycrisp Organic,18,647,Sunday
8277,Apple Honeycrisp Organic,19,553,Sunday
8277,Apple Honeycrisp Organic,20,387,Sunday
8277,Apple Honeycrisp Organic,21,311,Sunday
8277,Apple Honeycrisp Organic,22,257,Sunday
8277,Apple Honeycrisp Organic,23,134,Sunday
13176,Bag of Organic Bananas,0,539,Sunday
13176,Bag of Organic Bananas,1,219,Sunday
13176,Bag of Organic Bananas,2,114,Sunday
13176,Bag of Organic Bananas,3,88,Sunday
13176,Bag of Organic Bananas,4,92,Sunday
13176,Bag of Organic Bananas,5,233,Sunday
13176,Bag of Organic Bananas,6,733,Sunday
13176,Bag of Organic Bananas,7,2339,Sunday
13176,Bag of Organic Bananas,8,4924,Sunday
13176,Bag of Organic Bananas,9,6905,Sunday
13176,Bag of Organic Bananas,10,7089,Sunday
13176,Bag of Organic Bananas,11,6371,Sunday
13176,Bag of Organic Bananas,12,5705,Sunday
13176,Bag of Organic Bananas,13,5772,Sunday
13176,Bag of Organic Bananas,14,5531,Sunday
13176,Bag of Organic Bananas,15,5454,Sunday
13176,Bag of Organic Bananas,16,5135,Sunday
13176,Bag of Organic Bananas,17,4118,Sunday
13176,Bag of Organic Bananas,18,3137,Sunday
13176,Bag of Organic Bananas,19,2381,Sunday
13176,Bag of Organic Bananas,20,1867,Sunday
13176,Bag of Organic Bananas,21,1502,Sunday
13176,Bag of Organic Bananas,22,1204,Sunday
13176,Bag of Organic Bananas,23,754,Sunday
16797,Strawberries,0,162,Sunday
16797,Strawberries,1,83,Sunday
16797,Strawberries,2,43,Sunday
16797,Strawberries,3,26,Sunday
16797,Strawberries,4,38,Sunday
16797,Strawberries,5,81,Sunday
16797,Strawberries,6,260,Sunday
16797,Strawberries,7,948,Sunday
16797,Strawberries,8,1753,Sunday
16797,Strawberries,9,2458,Sunday
16797,Strawberries,10,2618,Sunday
16797,Strawberries,11,2260,Sunday
16797,Strawberries,12,2108,Sunday
16797,Strawberries,13,2081,Sunday
16797,Strawberries,14,2106,Sunday
16797,Strawberries,15,2017,Sunday
16797,Strawberries,16,1860,Sunday
16797,Strawberries,17,1492,Sunday
16797,Strawberries,18,1177,Sunday
16797,Strawberries,19,864,Sunday
16797,Strawberries,20,695,Sunday
16797,Strawberries,21,560,Sunday
16797,Strawberries,22,400,Sunday
16797,Strawberries,23,259,Sunday
21137,Organic Strawberries,0,338,Sunday
21137,Organic Strawberries,1,140,Sunday
21137,Organic Strawberries,2,76,Sunday
21137,Organic Strawberries,3,51,Sunday
21137,Organic Strawberries,4,66,Sunday
21137,Organic Strawberries,5,141,Sunday
21137,Organic Strawberries,6,574,Sunday
21137,Organic Strawberries,7,1739,Sunday
21137,Organic Strawberries,8,3120,Sunday
21137,Organic Strawberries,9,4071,Sunday
21137,Organic Strawberries,10,4304,Sunday
21137,Organic Strawberries,11,4019,Sunday
21137,Organic Strawberries,12,3824,Sunday
21137,Organic Strawberries,13,3909,Sunday
21137,Organic Strawberries,14,3882,Sunday
21137,Organic Strawberries,15,3719,Sunday
21137,Organic Strawberries,16,3557,Sunday
21137,Organic Strawberries,17,2713,Sunday
21137,Organic Strawberries,18,2111,Sunday
21137,Organic Strawberries,19,1648,Sunday
21137,Organic Strawberries,20,1429,Sunday
21137,Organic Strawberries,21,1107,Sunday
21137,Organic Strawberries,22,832,Sunday
21137,Organic Strawberries,23,527,Sunday
21903,Organic Baby Spinach,0,331,Sunday
21903,Organic Baby Spinach,1,157,Sunday
21903,Organic Baby Spinach,2,85,Sunday
21903,Organic Baby Spinach,3,52,Sunday
21903,Organic Baby Spinach,4,59,Sunday
21903,Organic Baby Spinach,5,133,Sunday
21903,Organic Baby Spinach,6,430,Sunday
21903,Organic Baby Spinach,7,1381,Sunday
21903,Organic Baby Spinach,8,2474,Sunday
21903,Organic Baby Spinach,9,3492,Sunday
21903,Organic Baby Spinach,10,3851,Sunday
21903,Organic Baby Spinach,11,3789,Sunday
21903,Organic Baby Spinach,12,3744,Sunday
21903,Organic Baby Spinach,13,3648,Sunday
21903,Organic Baby Spinach,14,3627,Sunday
21903,Organic Baby Spinach,15,3542,Sunday
21903,Organic Baby Spinach,16,3296,Sunday
21903,Organic Baby Spinach,17,2741,Sunday
21903,Organic Baby Spinach,18,2150,Sunday
21903,Organic Baby Spinach,19,1582,Sunday
21903,Organic Baby Spinach,20,1147,Sunday
21903,Organic Baby Spinach,21,953,Sunday
21903,Organic Baby Spinach,22,714,Sunday
21903,Organic Baby Spinach,23,441,Sunday
22935,Organic Yellow Onion,0,120,Sunday
22935,Organic Yellow Onion,1,66,Sunday
22935,Organic Yellow Onion,2,38,Sunday
22935,Organic Yellow Onion,3,21,Sunday
22935,Organic Yellow Onion,4,29,Sunday
22935,Organic Yellow Onion,5,54,Sunday
22935,Organic Yellow Onion,6,171,Sunday
22935,Organic Yellow Onion,7,520,Sunday
22935,Organic Yellow Onion,8,1045,Sunday
22935,Organic Yellow Onion,9,1530,Sunday
22935,Organic Yellow Onion,10,1876,Sunday
22935,Organic Yellow Onion,11,1808,Sunday
